title,link,job_description,published,companyName,companyLocation
Business Analyst,https://in.indeed.com/rc/clk?jk=ef598bdec8308ef2&fccid=3c38342724c75954&vjs=3,"
Analyze and interpret data to identify trends, patterns and opportunities for the business and clients.
1+ years of experience in business/finance including…
",Posted9 days ago,Optum,"Chennai, Tamil Nadu"
F&EP - FinTech - EPM Analyst,https://in.indeed.com/rc/clk?jk=84d133246e0a2478&fccid=9e215d88a6b33622&vjs=3,"
Experience in data analysis and ability to perform impact analysis of business requirements changes to the project.
Cognos TM1 / SAP BPC / Adaptive Insights.
",Posted30+ days ago,Deloitte,"Bengaluru, Karnataka"
Data Analyst - Consumer Loyalty (GoClub),https://in.indeed.com/rc/clk?jk=6feb2cd8e42e4e57&fccid=35c79097c1f63f3d&vjs=3,"
Ingest both internal and external data to support business needs.
Partner with business teams to make data-informed decisions.
",Posted30+ days ago,GO-JEK,"Bengaluru, Karnataka"
Research Analyst,https://in.indeed.com/rc/clk?jk=bf1601a66cdfbcd3&fccid=f2caed606968e581&vjs=3,"
This job entails assisting the chief data scientist with day to day analyses and work.
Graduate with any background okay but preference to science, engineering…
",Posted30+ days ago,Exapas,"Pune, Maharashtra"
Data Privacy Analyst,https://in.indeed.com/rc/clk?jk=b5350eaa3da3e098&fccid=3d3aca135420e85d&vjs=3,"
Working with key stakeholders on data privacy matters.
The ideal candidate would have knowledge of project management, data privacy, information security, and…
",Posted30+ days ago,Phenom People,"Hyderabad, Telangana"
EH-Consulting-A&C-Analyst/Consultant-Talend ETL,https://in.indeed.com/rc/clk?jk=1cf181c68caa32ce&fccid=9e215d88a6b33622&vjs=3,"
· Implement large-scale data ecosystems including data management, governance and the integration of structured and unstructured data to generate insights…
",Posted8 days ago,Deloitte,"Bengaluru, Karnataka"
,,"
1-3 years’ experience as business analysts working with large and diverse data sets Well versed with SQL, Tableau, MS-Excel; knowledge of Python, R etc. is plus…
",Posted27 days ago,Oye! Rickshaw,"New Delhi, Delhi"
,,"
Writing and reviewing newsletters/ work pieces/ research reports based on analysis of data, and industry/company news.
Shift Timing : 7 AM to 4 PM.
",Posted30+ days ago,Kalkine Solutions,"Noida, Uttar Pradesh"
,,"
Use expert knowledge of data analysis to perform- data mining -able to work with disparate data sources, data preparation- convert raw data into structured data…
",Posted30+ days ago,Fidelity International,"Gurgaon, Haryana"
,,"
Implement large-scale data ecosystems including data management, governance and the integration of structured and unstructured data to generate insights…
",Posted3 days ago,Deloitte,"Bengaluru, Karnataka"
,,"
And be able to advise/direct others to find the best data/research quickly and reliably.
Know a wide variety of secondary data sources (e.g. Factiva, Capital IQ…
",Posted30+ days ago,Deloitte,"Hyderabad, Telangana"
,,"
Participate in regular data audits, ensuring data integrity and adherence to established standards, procedures and best practices, both internally and…
",Posted6 days ago,AstraZeneca,"Chennai, Tamil Nadu"
,,"
4-5 of related work experience into manufacturing data analysis and coordination.
The Operations Analyst will be responsible for the structuring of information…
",Posted22 days ago,Cargill,"Bengaluru, Karnataka"
,,"
Knowledge and application of data visualization best practices.
This analyst has a passion for data and analytics with the willingness to dig deep into details…
",Posted1 day ago,United Airlines Inc.,"Gurgaon, Haryana"
,,"
Expert in analyzing large volumes of data and identifying patterns.
Ensure smooth transition of data from various platforms into the CRM.
",Posted15 days ago,Zscaler,"Chandigarh, Chandigarh"
,,"
Analyze and interpret data to identify trends, patterns and opportunities for the business and clients.
1+ years of experience in business/finance including…
",Posted9 days ago,Optum,"Chennai, Tamil Nadu"
,,"
Experience in data analysis and ability to perform impact analysis of business requirements changes to the project.
Cognos TM1 / SAP BPC / Adaptive Insights.
",Posted30+ days ago,Deloitte,"Bengaluru, Karnataka"
,,"
Ingest both internal and external data to support business needs.
Partner with business teams to make data-informed decisions.
",Posted30+ days ago,GO-JEK,"Bengaluru, Karnataka"
,,"
This job entails assisting the chief data scientist with day to day analyses and work.
Graduate with any background okay but preference to science, engineering…
",Posted30+ days ago,Exapas,"Pune, Maharashtra"
,,"
Working with key stakeholders on data privacy matters.
The ideal candidate would have knowledge of project management, data privacy, information security, and…
",Posted30+ days ago,Phenom People,"Hyderabad, Telangana"
,,"
· Implement large-scale data ecosystems including data management, governance and the integration of structured and unstructured data to generate insights…
",Posted8 days ago,Deloitte,"Bengaluru, Karnataka"
Business Analyst,https://in.indeed.com/rc/clk?jk=e13322f2fc1e68db&fccid=563b24246db090a3&vjs=3,"
1-3 years’ experience as business analysts working with large and diverse data sets Well versed with SQL, Tableau, MS-Excel; knowledge of Python, R etc. is plus…
",Posted27 days ago,Oye! Rickshaw,"New Delhi, Delhi"
Senior Mining Analyst,https://in.indeed.com/rc/clk?jk=35b1e81a798525ac&fccid=f846556948415ea3&vjs=3,"
Writing and reviewing newsletters/ work pieces/ research reports based on analysis of data, and industry/company news.
Shift Timing : 7 AM to 4 PM.
",Posted30+ days ago,Kalkine Solutions,"Noida, Uttar Pradesh"
Senior Manager Data Analyst,https://in.indeed.com/rc/clk?jk=8ed7c27fbecbfe24&fccid=b968b58ad5fb8d16&vjs=3,"
Use expert knowledge of data analysis to perform- data mining -able to work with disparate data sources, data preparation- convert raw data into structured data…
",Posted30+ days ago,Fidelity International,"Gurgaon, Haryana"
Experienced Hire - Consulting - A&C - Analyst/Consultant- Or...,https://in.indeed.com/rc/clk?jk=7e93148c1c83bf83&fccid=9e215d88a6b33622&vjs=3,"
Implement large-scale data ecosystems including data management, governance and the integration of structured and unstructured data to generate insights…
",Posted3 days ago,Deloitte,"Bengaluru, Karnataka"
Analyst / Sr. Analyst - Global & US Strategy Research - Hyde...,https://in.indeed.com/rc/clk?jk=87b55e5299dd7a45&fccid=9e215d88a6b33622&vjs=3,"
And be able to advise/direct others to find the best data/research quickly and reliably.
Know a wide variety of secondary data sources (e.g. Factiva, Capital IQ…
",Posted30+ days ago,Deloitte,"Hyderabad, Telangana"
Analyst - Operations Reporting,https://in.indeed.com/rc/clk?jk=bf9650d91b0fc56b&fccid=003656df63cede32&vjs=3,"
Participate in regular data audits, ensuring data integrity and adherence to established standards, procedures and best practices, both internally and…
",Posted6 days ago,AstraZeneca,"Chennai, Tamil Nadu"
Operations Analyst,https://in.indeed.com/rc/clk?jk=1fa2dd169be50e90&fccid=d7d9a8241ba2f3ec&vjs=3,"
4-5 of related work experience into manufacturing data analysis and coordination.
The Operations Analyst will be responsible for the structuring of information…
",Posted22 days ago,Cargill,"Bengaluru, Karnataka"
Analyst - Operations Performance & Analytics,https://in.indeed.com/rc/clk?jk=4829f0c5e9bb4e93&fccid=e69f69636a9997cd&vjs=3,"
Knowledge and application of data visualization best practices.
This analyst has a passion for data and analytics with the willingness to dig deep into details…
",Posted1 day ago,United Airlines Inc.,"Gurgaon, Haryana"
Marketing Database Analyst (US Shift),https://in.indeed.com/rc/clk?jk=7bb281b0d24fcef4&fccid=b8ce556031512ca3&vjs=3,"
Expert in analyzing large volumes of data and identifying patterns.
Ensure smooth transition of data from various platforms into the CRM.
",Posted15 days ago,Zscaler,"Chandigarh, Chandigarh"
Business Analyst,https://in.indeed.com/rc/clk?jk=ef598bdec8308ef2&fccid=3c38342724c75954&vjs=3,"
Analyze and interpret data to identify trends, patterns and opportunities for the business and clients.
1+ years of experience in business/finance including…
",Posted9 days ago,Optum,"Chennai, Tamil Nadu"
F&EP - FinTech - EPM Analyst,https://in.indeed.com/rc/clk?jk=84d133246e0a2478&fccid=9e215d88a6b33622&vjs=3,"
Experience in data analysis and ability to perform impact analysis of business requirements changes to the project.
Cognos TM1 / SAP BPC / Adaptive Insights.
",Posted30+ days ago,Deloitte,"Bengaluru, Karnataka"
Data Analyst - Consumer Loyalty (GoClub),https://in.indeed.com/rc/clk?jk=6feb2cd8e42e4e57&fccid=35c79097c1f63f3d&vjs=3,"
Ingest both internal and external data to support business needs.
Partner with business teams to make data-informed decisions.
",Posted30+ days ago,GO-JEK,"Bengaluru, Karnataka"
Research Analyst,https://in.indeed.com/rc/clk?jk=bf1601a66cdfbcd3&fccid=f2caed606968e581&vjs=3,"
This job entails assisting the chief data scientist with day to day analyses and work.
Graduate with any background okay but preference to science, engineering…
",Posted30+ days ago,Exapas,"Pune, Maharashtra"
Data Privacy Analyst,https://in.indeed.com/rc/clk?jk=b5350eaa3da3e098&fccid=3d3aca135420e85d&vjs=3,"
Working with key stakeholders on data privacy matters.
The ideal candidate would have knowledge of project management, data privacy, information security, and…
",Posted30+ days ago,Phenom People,"Hyderabad, Telangana"
EH-Consulting-A&C-Analyst/Consultant-Talend ETL,https://in.indeed.com/rc/clk?jk=1cf181c68caa32ce&fccid=9e215d88a6b33622&vjs=3,"
· Implement large-scale data ecosystems including data management, governance and the integration of structured and unstructured data to generate insights…
",Posted8 days ago,Deloitte,"Bengaluru, Karnataka"
,,"
1-3 years’ experience as business analysts working with large and diverse data sets Well versed with SQL, Tableau, MS-Excel; knowledge of Python, R etc. is plus…
",Posted27 days ago,Oye! Rickshaw,"New Delhi, Delhi"
,,"
Writing and reviewing newsletters/ work pieces/ research reports based on analysis of data, and industry/company news.
Shift Timing : 7 AM to 4 PM.
",Posted30+ days ago,Kalkine Solutions,"Noida, Uttar Pradesh"
,,"
Use expert knowledge of data analysis to perform- data mining -able to work with disparate data sources, data preparation- convert raw data into structured data…
",Posted30+ days ago,Fidelity International,"Gurgaon, Haryana"
,,"
Implement large-scale data ecosystems including data management, governance and the integration of structured and unstructured data to generate insights…
",Posted3 days ago,Deloitte,"Bengaluru, Karnataka"
,,"
And be able to advise/direct others to find the best data/research quickly and reliably.
Know a wide variety of secondary data sources (e.g. Factiva, Capital IQ…
",Posted30+ days ago,Deloitte,"Hyderabad, Telangana"
,,"
Participate in regular data audits, ensuring data integrity and adherence to established standards, procedures and best practices, both internally and…
",Posted6 days ago,AstraZeneca,"Chennai, Tamil Nadu"
,,"
4-5 of related work experience into manufacturing data analysis and coordination.
The Operations Analyst will be responsible for the structuring of information…
",Posted22 days ago,Cargill,"Bengaluru, Karnataka"
,,"
Knowledge and application of data visualization best practices.
This analyst has a passion for data and analytics with the willingness to dig deep into details…
",Posted1 day ago,United Airlines Inc.,"Gurgaon, Haryana"
,,"
Expert in analyzing large volumes of data and identifying patterns.
Ensure smooth transition of data from various platforms into the CRM.
",Posted15 days ago,Zscaler,"Chandigarh, Chandigarh"
,,"
Analyze and interpret data to identify trends, patterns and opportunities for the business and clients.
1+ years of experience in business/finance including…
",Posted9 days ago,Optum,"Chennai, Tamil Nadu"
,,"
Experience in data analysis and ability to perform impact analysis of business requirements changes to the project.
Cognos TM1 / SAP BPC / Adaptive Insights.
",Posted30+ days ago,Deloitte,"Bengaluru, Karnataka"
,,"
Ingest both internal and external data to support business needs.
Partner with business teams to make data-informed decisions.
",Posted30+ days ago,GO-JEK,"Bengaluru, Karnataka"
,,"
This job entails assisting the chief data scientist with day to day analyses and work.
Graduate with any background okay but preference to science, engineering…
",Posted30+ days ago,Exapas,"Pune, Maharashtra"
,,"
Working with key stakeholders on data privacy matters.
The ideal candidate would have knowledge of project management, data privacy, information security, and…
",Posted30+ days ago,Phenom People,"Hyderabad, Telangana"
,,"
· Implement large-scale data ecosystems including data management, governance and the integration of structured and unstructured data to generate insights…
",Posted8 days ago,Deloitte,"Bengaluru, Karnataka"
Business Analyst,https://in.indeed.com/rc/clk?jk=e13322f2fc1e68db&fccid=563b24246db090a3&vjs=3,"
1-3 years’ experience as business analysts working with large and diverse data sets Well versed with SQL, Tableau, MS-Excel; knowledge of Python, R etc. is plus…
",Posted27 days ago,Oye! Rickshaw,"New Delhi, Delhi"
Senior Mining Analyst,https://in.indeed.com/rc/clk?jk=35b1e81a798525ac&fccid=f846556948415ea3&vjs=3,"
Writing and reviewing newsletters/ work pieces/ research reports based on analysis of data, and industry/company news.
Shift Timing : 7 AM to 4 PM.
",Posted30+ days ago,Kalkine Solutions,"Noida, Uttar Pradesh"
Senior Manager Data Analyst,https://in.indeed.com/rc/clk?jk=8ed7c27fbecbfe24&fccid=b968b58ad5fb8d16&vjs=3,"
Use expert knowledge of data analysis to perform- data mining -able to work with disparate data sources, data preparation- convert raw data into structured data…
",Posted30+ days ago,Fidelity International,"Gurgaon, Haryana"
Experienced Hire - Consulting - A&C - Analyst/Consultant- Or...,https://in.indeed.com/rc/clk?jk=7e93148c1c83bf83&fccid=9e215d88a6b33622&vjs=3,"
Implement large-scale data ecosystems including data management, governance and the integration of structured and unstructured data to generate insights…
",Posted3 days ago,Deloitte,"Bengaluru, Karnataka"
Analyst / Sr. Analyst - Global & US Strategy Research - Hyde...,https://in.indeed.com/rc/clk?jk=87b55e5299dd7a45&fccid=9e215d88a6b33622&vjs=3,"
And be able to advise/direct others to find the best data/research quickly and reliably.
Know a wide variety of secondary data sources (e.g. Factiva, Capital IQ…
",Posted30+ days ago,Deloitte,"Hyderabad, Telangana"
Analyst - Operations Reporting,https://in.indeed.com/rc/clk?jk=bf9650d91b0fc56b&fccid=003656df63cede32&vjs=3,"
Participate in regular data audits, ensuring data integrity and adherence to established standards, procedures and best practices, both internally and…
",Posted6 days ago,AstraZeneca,"Chennai, Tamil Nadu"
Operations Analyst,https://in.indeed.com/rc/clk?jk=1fa2dd169be50e90&fccid=d7d9a8241ba2f3ec&vjs=3,"
4-5 of related work experience into manufacturing data analysis and coordination.
The Operations Analyst will be responsible for the structuring of information…
",Posted22 days ago,Cargill,"Bengaluru, Karnataka"
Analyst - Operations Performance & Analytics,https://in.indeed.com/rc/clk?jk=4829f0c5e9bb4e93&fccid=e69f69636a9997cd&vjs=3,"
Knowledge and application of data visualization best practices.
This analyst has a passion for data and analytics with the willingness to dig deep into details…
",Posted1 day ago,United Airlines Inc.,"Gurgaon, Haryana"
Marketing Database Analyst (US Shift),https://in.indeed.com/rc/clk?jk=7bb281b0d24fcef4&fccid=b8ce556031512ca3&vjs=3,"
Expert in analyzing large volumes of data and identifying patterns.
Ensure smooth transition of data from various platforms into the CRM.
",Posted15 days ago,Zscaler,"Chandigarh, Chandigarh"
Business Analyst,https://in.indeed.com/rc/clk?jk=ef598bdec8308ef2&fccid=3c38342724c75954&vjs=3,"
Analyze and interpret data to identify trends, patterns and opportunities for the business and clients.
1+ years of experience in business/finance including…
",Posted9 days ago,Optum,"Chennai, Tamil Nadu"
F&EP - FinTech - EPM Analyst,https://in.indeed.com/rc/clk?jk=84d133246e0a2478&fccid=9e215d88a6b33622&vjs=3,"
Experience in data analysis and ability to perform impact analysis of business requirements changes to the project.
Cognos TM1 / SAP BPC / Adaptive Insights.
",Posted30+ days ago,Deloitte,"Bengaluru, Karnataka"
Data Analyst - Consumer Loyalty (GoClub),https://in.indeed.com/rc/clk?jk=6feb2cd8e42e4e57&fccid=35c79097c1f63f3d&vjs=3,"
Ingest both internal and external data to support business needs.
Partner with business teams to make data-informed decisions.
",Posted30+ days ago,GO-JEK,"Bengaluru, Karnataka"
Research Analyst,https://in.indeed.com/rc/clk?jk=bf1601a66cdfbcd3&fccid=f2caed606968e581&vjs=3,"
This job entails assisting the chief data scientist with day to day analyses and work.
Graduate with any background okay but preference to science, engineering…
",Posted30+ days ago,Exapas,"Pune, Maharashtra"
Data Privacy Analyst,https://in.indeed.com/rc/clk?jk=b5350eaa3da3e098&fccid=3d3aca135420e85d&vjs=3,"
Working with key stakeholders on data privacy matters.
The ideal candidate would have knowledge of project management, data privacy, information security, and…
",Posted30+ days ago,Phenom People,"Hyderabad, Telangana"
EH-Consulting-A&C-Analyst/Consultant-Talend ETL,https://in.indeed.com/rc/clk?jk=1cf181c68caa32ce&fccid=9e215d88a6b33622&vjs=3,"
· Implement large-scale data ecosystems including data management, governance and the integration of structured and unstructured data to generate insights…
",Posted8 days ago,Deloitte,"Bengaluru, Karnataka"
,,"
1-3 years’ experience as business analysts working with large and diverse data sets Well versed with SQL, Tableau, MS-Excel; knowledge of Python, R etc. is plus…
",Posted27 days ago,Oye! Rickshaw,"New Delhi, Delhi"
,,"
Writing and reviewing newsletters/ work pieces/ research reports based on analysis of data, and industry/company news.
Shift Timing : 7 AM to 4 PM.
",Posted30+ days ago,Kalkine Solutions,"Noida, Uttar Pradesh"
,,"
Use expert knowledge of data analysis to perform- data mining -able to work with disparate data sources, data preparation- convert raw data into structured data…
",Posted30+ days ago,Fidelity International,"Gurgaon, Haryana"
,,"
Implement large-scale data ecosystems including data management, governance and the integration of structured and unstructured data to generate insights…
",Posted3 days ago,Deloitte,"Bengaluru, Karnataka"
,,"
And be able to advise/direct others to find the best data/research quickly and reliably.
Know a wide variety of secondary data sources (e.g. Factiva, Capital IQ…
",Posted30+ days ago,Deloitte,"Hyderabad, Telangana"
,,"
Participate in regular data audits, ensuring data integrity and adherence to established standards, procedures and best practices, both internally and…
",Posted6 days ago,AstraZeneca,"Chennai, Tamil Nadu"
,,"
4-5 of related work experience into manufacturing data analysis and coordination.
The Operations Analyst will be responsible for the structuring of information…
",Posted22 days ago,Cargill,"Bengaluru, Karnataka"
,,"
Knowledge and application of data visualization best practices.
This analyst has a passion for data and analytics with the willingness to dig deep into details…
",Posted1 day ago,United Airlines Inc.,"Gurgaon, Haryana"
,,"
Expert in analyzing large volumes of data and identifying patterns.
Ensure smooth transition of data from various platforms into the CRM.
",Posted15 days ago,Zscaler,"Chandigarh, Chandigarh"
,,"
Analyze and interpret data to identify trends, patterns and opportunities for the business and clients.
1+ years of experience in business/finance including…
",Posted9 days ago,Optum,"Chennai, Tamil Nadu"
,,"
Experience in data analysis and ability to perform impact analysis of business requirements changes to the project.
Cognos TM1 / SAP BPC / Adaptive Insights.
",Posted30+ days ago,Deloitte,"Bengaluru, Karnataka"
,,"
Ingest both internal and external data to support business needs.
Partner with business teams to make data-informed decisions.
",Posted30+ days ago,GO-JEK,"Bengaluru, Karnataka"
,,"
This job entails assisting the chief data scientist with day to day analyses and work.
Graduate with any background okay but preference to science, engineering…
",Posted30+ days ago,Exapas,"Pune, Maharashtra"
,,"
Working with key stakeholders on data privacy matters.
The ideal candidate would have knowledge of project management, data privacy, information security, and…
",Posted30+ days ago,Phenom People,"Hyderabad, Telangana"
,,"
· Implement large-scale data ecosystems including data management, governance and the integration of structured and unstructured data to generate insights…
",Posted8 days ago,Deloitte,"Bengaluru, Karnataka"
,,"
1-3 years’ experience as business analysts working with large and diverse data sets Well versed with SQL, Tableau, MS-Excel; knowledge of Python, R etc. is plus…
",Posted27 days ago,Oye! Rickshaw,"New Delhi, Delhi"
,,"
Writing and reviewing newsletters/ work pieces/ research reports based on analysis of data, and industry/company news.
Shift Timing : 7 AM to 4 PM.
",Posted30+ days ago,Kalkine Solutions,"Noida, Uttar Pradesh"
,,"
Use expert knowledge of data analysis to perform- data mining -able to work with disparate data sources, data preparation- convert raw data into structured data…
",Posted30+ days ago,Fidelity International,"Gurgaon, Haryana"
,,"
Implement large-scale data ecosystems including data management, governance and the integration of structured and unstructured data to generate insights…
",Posted3 days ago,Deloitte,"Bengaluru, Karnataka"
,,"
And be able to advise/direct others to find the best data/research quickly and reliably.
Know a wide variety of secondary data sources (e.g. Factiva, Capital IQ…
",Posted30+ days ago,Deloitte,"Hyderabad, Telangana"
,,"
Participate in regular data audits, ensuring data integrity and adherence to established standards, procedures and best practices, both internally and…
",Posted6 days ago,AstraZeneca,"Chennai, Tamil Nadu"
,,"
4-5 of related work experience into manufacturing data analysis and coordination.
The Operations Analyst will be responsible for the structuring of information…
",Posted22 days ago,Cargill,"Bengaluru, Karnataka"
,,"
Knowledge and application of data visualization best practices.
This analyst has a passion for data and analytics with the willingness to dig deep into details…
",Posted1 day ago,United Airlines Inc.,"Gurgaon, Haryana"
,,"
Expert in analyzing large volumes of data and identifying patterns.
Ensure smooth transition of data from various platforms into the CRM.
",Posted15 days ago,Zscaler,"Chandigarh, Chandigarh"
,,"
Analyze and interpret data to identify trends, patterns and opportunities for the business and clients.
1+ years of experience in business/finance including…
",Posted9 days ago,Optum,"Chennai, Tamil Nadu"
,,"
Experience in data analysis and ability to perform impact analysis of business requirements changes to the project.
Cognos TM1 / SAP BPC / Adaptive Insights.
",Posted30+ days ago,Deloitte,"Bengaluru, Karnataka"
,,"
Ingest both internal and external data to support business needs.
Partner with business teams to make data-informed decisions.
",Posted30+ days ago,GO-JEK,"Bengaluru, Karnataka"
,,"
This job entails assisting the chief data scientist with day to day analyses and work.
Graduate with any background okay but preference to science, engineering…
",Posted30+ days ago,Exapas,"Pune, Maharashtra"
,,"
Working with key stakeholders on data privacy matters.
The ideal candidate would have knowledge of project management, data privacy, information security, and…
",Posted30+ days ago,Phenom People,"Hyderabad, Telangana"
,,"
· Implement large-scale data ecosystems including data management, governance and the integration of structured and unstructured data to generate insights…
",Posted8 days ago,Deloitte,"Bengaluru, Karnataka"
Business Analyst,https://in.indeed.com/rc/clk?jk=e13322f2fc1e68db&fccid=563b24246db090a3&vjs=3,"
1-3 years’ experience as business analysts working with large and diverse data sets Well versed with SQL, Tableau, MS-Excel; knowledge of Python, R etc. is plus…
",Posted27 days ago,Oye! Rickshaw,"New Delhi, Delhi"
Senior Mining Analyst,https://in.indeed.com/rc/clk?jk=35b1e81a798525ac&fccid=f846556948415ea3&vjs=3,"
Writing and reviewing newsletters/ work pieces/ research reports based on analysis of data, and industry/company news.
Shift Timing : 7 AM to 4 PM.
",Posted30+ days ago,Kalkine Solutions,"Noida, Uttar Pradesh"
Senior Manager Data Analyst,https://in.indeed.com/rc/clk?jk=8ed7c27fbecbfe24&fccid=b968b58ad5fb8d16&vjs=3,"
Use expert knowledge of data analysis to perform- data mining -able to work with disparate data sources, data preparation- convert raw data into structured data…
",Posted30+ days ago,Fidelity International,"Gurgaon, Haryana"
Experienced Hire - Consulting - A&C - Analyst/Consultant- Or...,https://in.indeed.com/rc/clk?jk=7e93148c1c83bf83&fccid=9e215d88a6b33622&vjs=3,"
Implement large-scale data ecosystems including data management, governance and the integration of structured and unstructured data to generate insights…
",Posted3 days ago,Deloitte,"Bengaluru, Karnataka"
Analyst / Sr. Analyst - Global & US Strategy Research - Hyde...,https://in.indeed.com/rc/clk?jk=87b55e5299dd7a45&fccid=9e215d88a6b33622&vjs=3,"
And be able to advise/direct others to find the best data/research quickly and reliably.
Know a wide variety of secondary data sources (e.g. Factiva, Capital IQ…
",Posted30+ days ago,Deloitte,"Hyderabad, Telangana"
Analyst - Operations Reporting,https://in.indeed.com/rc/clk?jk=bf9650d91b0fc56b&fccid=003656df63cede32&vjs=3,"
Participate in regular data audits, ensuring data integrity and adherence to established standards, procedures and best practices, both internally and…
",Posted6 days ago,AstraZeneca,"Chennai, Tamil Nadu"
Operations Analyst,https://in.indeed.com/rc/clk?jk=1fa2dd169be50e90&fccid=d7d9a8241ba2f3ec&vjs=3,"
4-5 of related work experience into manufacturing data analysis and coordination.
The Operations Analyst will be responsible for the structuring of information…
",Posted22 days ago,Cargill,"Bengaluru, Karnataka"
Analyst - Operations Performance & Analytics,https://in.indeed.com/rc/clk?jk=4829f0c5e9bb4e93&fccid=e69f69636a9997cd&vjs=3,"
Knowledge and application of data visualization best practices.
This analyst has a passion for data and analytics with the willingness to dig deep into details…
",Posted1 day ago,United Airlines Inc.,"Gurgaon, Haryana"
Marketing Database Analyst (US Shift),https://in.indeed.com/rc/clk?jk=7bb281b0d24fcef4&fccid=b8ce556031512ca3&vjs=3,"
Expert in analyzing large volumes of data and identifying patterns.
Ensure smooth transition of data from various platforms into the CRM.
",Posted15 days ago,Zscaler,"Chandigarh, Chandigarh"
Business Analyst,https://in.indeed.com/rc/clk?jk=ef598bdec8308ef2&fccid=3c38342724c75954&vjs=3,"
Analyze and interpret data to identify trends, patterns and opportunities for the business and clients.
1+ years of experience in business/finance including…
",Posted9 days ago,Optum,"Chennai, Tamil Nadu"
F&EP - FinTech - EPM Analyst,https://in.indeed.com/rc/clk?jk=84d133246e0a2478&fccid=9e215d88a6b33622&vjs=3,"
Experience in data analysis and ability to perform impact analysis of business requirements changes to the project.
Cognos TM1 / SAP BPC / Adaptive Insights.
",Posted30+ days ago,Deloitte,"Bengaluru, Karnataka"
Data Analyst - Consumer Loyalty (GoClub),https://in.indeed.com/rc/clk?jk=6feb2cd8e42e4e57&fccid=35c79097c1f63f3d&vjs=3,"
Ingest both internal and external data to support business needs.
Partner with business teams to make data-informed decisions.
",Posted30+ days ago,GO-JEK,"Bengaluru, Karnataka"
Research Analyst,https://in.indeed.com/rc/clk?jk=bf1601a66cdfbcd3&fccid=f2caed606968e581&vjs=3,"
This job entails assisting the chief data scientist with day to day analyses and work.
Graduate with any background okay but preference to science, engineering…
",Posted30+ days ago,Exapas,"Pune, Maharashtra"
Data Privacy Analyst,https://in.indeed.com/rc/clk?jk=b5350eaa3da3e098&fccid=3d3aca135420e85d&vjs=3,"
Working with key stakeholders on data privacy matters.
The ideal candidate would have knowledge of project management, data privacy, information security, and…
",Posted30+ days ago,Phenom People,"Hyderabad, Telangana"
EH-Consulting-A&C-Analyst/Consultant-Talend ETL,https://in.indeed.com/rc/clk?jk=1cf181c68caa32ce&fccid=9e215d88a6b33622&vjs=3,"
· Implement large-scale data ecosystems including data management, governance and the integration of structured and unstructured data to generate insights…
",Posted8 days ago,Deloitte,"Bengaluru, Karnataka"
Business Analyst,https://in.indeed.com/rc/clk?jk=e13322f2fc1e68db&fccid=563b24246db090a3&vjs=3,"
1-3 years’ experience as business analysts working with large and diverse data sets Well versed with SQL, Tableau, MS-Excel; knowledge of Python, R etc. is plus…
",Posted27 days ago,Oye! Rickshaw,"New Delhi, Delhi"
Senior Mining Analyst,https://in.indeed.com/rc/clk?jk=35b1e81a798525ac&fccid=f846556948415ea3&vjs=3,"
Writing and reviewing newsletters/ work pieces/ research reports based on analysis of data, and industry/company news.
Shift Timing : 7 AM to 4 PM.
",Posted30+ days ago,Kalkine Solutions,"Noida, Uttar Pradesh"
Senior Manager Data Analyst,https://in.indeed.com/rc/clk?jk=8ed7c27fbecbfe24&fccid=b968b58ad5fb8d16&vjs=3,"
Use expert knowledge of data analysis to perform- data mining -able to work with disparate data sources, data preparation- convert raw data into structured data…
",Posted30+ days ago,Fidelity International,"Gurgaon, Haryana"
Experienced Hire - Consulting - A&C - Analyst/Consultant- Or...,https://in.indeed.com/rc/clk?jk=7e93148c1c83bf83&fccid=9e215d88a6b33622&vjs=3,"
Implement large-scale data ecosystems including data management, governance and the integration of structured and unstructured data to generate insights…
",Posted3 days ago,Deloitte,"Bengaluru, Karnataka"
Analyst / Sr. Analyst - Global & US Strategy Research - Hyde...,https://in.indeed.com/rc/clk?jk=87b55e5299dd7a45&fccid=9e215d88a6b33622&vjs=3,"
And be able to advise/direct others to find the best data/research quickly and reliably.
Know a wide variety of secondary data sources (e.g. Factiva, Capital IQ…
",Posted30+ days ago,Deloitte,"Hyderabad, Telangana"
Analyst - Operations Reporting,https://in.indeed.com/rc/clk?jk=bf9650d91b0fc56b&fccid=003656df63cede32&vjs=3,"
Participate in regular data audits, ensuring data integrity and adherence to established standards, procedures and best practices, both internally and…
",Posted6 days ago,AstraZeneca,"Chennai, Tamil Nadu"
Operations Analyst,https://in.indeed.com/rc/clk?jk=1fa2dd169be50e90&fccid=d7d9a8241ba2f3ec&vjs=3,"
4-5 of related work experience into manufacturing data analysis and coordination.
The Operations Analyst will be responsible for the structuring of information…
",Posted22 days ago,Cargill,"Bengaluru, Karnataka"
Analyst - Operations Performance & Analytics,https://in.indeed.com/rc/clk?jk=4829f0c5e9bb4e93&fccid=e69f69636a9997cd&vjs=3,"
Knowledge and application of data visualization best practices.
This analyst has a passion for data and analytics with the willingness to dig deep into details…
",Posted1 day ago,United Airlines Inc.,"Gurgaon, Haryana"
